id,sig_id,design_group_id,tags,,,
39,15,,"{""english language"",""english language structure"",english as second language,Chile,Spanish,primary,secondary,""listening skills"",reading,speaking,writing,English}",,,
806,18,,{"mechanical engineering"},,,
319,18,,{"computer science"},,,
1582,15,,"{e learning,""online teaching"",history}",,,
606,2,,"{biology,""science biology physics chemistry environmental science""}",,,
1662,18,,"{""information  communication technology"",""information technology"",""educational technology"",""online course""}",,,
1524,4,,"{mathematics,""english  language"",science}",,,
134,6,,"{""english as foreign language"",""foreign language"",""Preparatory Class"",reading,Writing}",,,
1501,2,,"{biology,cells,diseases,genetics,evolution,""science projects"",""project based learning"",""school garden"",""community partnerships"",ecology,""inquiry based instruction"",differentiation,technology,engineering}",,,
1511,18,,"{""teacher education"",""learning disabilities"",writing}",,,
1526,17,,,,,
1487,17,,"{education,children,""innovative teaching"",innovation,""design based research"",design,dialogue,drawing,arts}",,,
1047,13,,"{library,""reading workshop"",""writing workshop"",""google apps""}",,,
1608,15,,"{literacy,""early childhood education"",""media literacy"",""character leadership""}",,,
1073,15,,,,,
1661,6,,{class gym},,,
1555,6,,"{""mechanical engineering"",cad,""problem solving"",autocad,automobile,""finite element methods"",robotics,""teacher training"",technology,""teaching with technology"",""teaching for engineering students"",university}",,,
1481,1,,{math},,,
1601,3,,"{music,""computer science"",""computer networking"",""technology in education"",""technology professional development"",""software engineering"",philosophy,ethics,theater,""performing arts"",""technical production"",""free  open source software"",moodle,""educational software""}",,,
48,18,6,{"teacher training"},,,
1446,2,,"{biology,dna,cells,""new ways teaching science""}",,,
37,18,,"{management,ethics,nutrition,""graduate students"",""allied health""}",,,
1224,15,,"{""special education"",""inclusive education"",gifted,""learning disability"",resource,dyslexia,ADHD,""time management"",organization,writing}",,,
1483,18,,"{Musicology,Ethnomusicology,""evolutionary Musicology"",""Cognitive Musicology"",""Transcultural Musicology""}",,,
1484,13,,"{sustainability,""science fair supervisor"",""special needs""}",,,
357,3,,,,,
724,4,,"{Bible,Theology,History,religion}",,,
1507,2,,,,,
883,6,,"{differentiation,""french immersion"",resource,assessment,""instructional coach"",inquiry,intervention,reading,languages,individualization,technology,""multidisciplinary approach"",""multiple intelligent"",multigrade,mathematics,elementary,""error analysis"",data,""collaborative learning"",co teaching,collaboration,""best practices"",behavior,bilingual,metacognition,""experiential education"",""play based learning"",""social  emotional education"",""social justice"",gifted,gamification,interdisciplinary}",,,
1554,17,,"{""english  language"",""english as second language"",""informal education"",physics,medicine,""medical education""}",,,
420,15,,"{math,science,""social studies"",""english literacy"",art,music}",,,
1277,15,56,"{italian,latin,literature,""ancient history""}",,,
1505,18,,"{""business strategy"",innovation,""innovative teaching"",""creative teaching""}",,,
1525,6,,"{bilingual,literacy,language,learning,""learning styles"",humanities,""learning skills"",""educational technology"",""media studies"",journalism,""active learning""}",,,
1594,2,,{"psychology biology biological social behavioral"},,,
944,6,,"{""english as foreign language"",""learning disabilities"",""english  reading   writing"",elearning,video,design,""graphic design""}",,,
1556,1,,,,,
1506,18,,"{business,""business studies"",economics}",,,
1634,6,,,,,
901,1,,"{""reading   writing"",""reading workshop"",mathematics,""english literacy"",""writing workshop"",""technology integration"",""technology  inquiry""}",,,
1114,15,12,{"teacher languages"},,,
1097,13,,"{""Special Ed"",""Learning Disability"",ASD,""Assistive Technology"",Canada,Dyslexia,""Low Lexile"",Video,Animation,""Google apps"",""Google Cloud"",""Voice Text"",""Text Voice"",Organization,""executive functioning""}",,,
1534,5,,{"teacher training education active methods problem based learning creativity innovation collaborative learning"},,,
1538,13,,{"Every moment is lesson "},,,
781,18,6,{7},,,
406,2,,"{biology,biochemistry,biodiversity,behavior,""climate change"",""chemical reactions their applications"",""chemistry in the environment"",""chemical calculations"",""chemical bonding"",""cellular biology"",""civic education"",assessment,""atoms, elements, compounds"",""animals structure function"",""anatomy mammals"",astronomy,""academic upgrading"",""analytical chemistry"",""acids bases"",activities,""class management"",""cross curricular"",""chemical systems equilibrium"",""communicative methods"",""chemical names"",""chemical reactions"",chemistry,""critical thinking"",computers,cells,""college prepare"",design,online learning,evolution,""ecological literacy"",ecosystems,""electrical circuits"",""energy society"",Google Apps for Education,graphing,""genetic processes"",""human disease"",""human health the environment"",""human impact on the environment"",homeostasis,""high school chemistry"",""high school"",interactive,innovation,""inquiry based instruction"",light,lab,medicine,matter,""metabolic processes"",""molecular genetics"",""medical technologies"",microbiology,""media literacy"",metacognition,neuro,""nutritional science"",online,optics,""organic chemistry"",physiology,""phases matter"",""plants anatomy, growth function"",""problem solving"",philosophy,""pathogens diseases"",""public health issues"",""periodic table"",""professional learning"",research,""structure properties matter"",""science biology physics chemistry environmental science"",stoichiometry,""solutions solubility"",""solar system"",""space exploration"",stem,steam,smartboard,""tissues, organs systems"",technology,teamwork,""technology integration"",""teaching with technology"",""word problems"",writing,song}",,,
864,2,,"{""environmental science"",technology,""inquiry based instruction"",""project based learning"",stem,""climate change"",""population dynamics"",biology,cells,""cellular biology"",""cell biology"",dna,""genetic processes"",genetics,evolution,ecology,ecosystems,biodiversity,biochemistry,biotechnology}",,,
415,6,69,"{""college teaching"",""university classroom"",Spanish,""university instruction"",""college instruction"",colleges,""second languages"",SLA,""foreign language"",""adult education"",""adult learners"",""hispanic studies"",""spanish conversation"",""spanish instruction""}",,,
953,6,,{"english as second language"},,,english as second language
1535,6,,"{english as second language,english,children,adults,teens,languages}",,,
551,5,,"{productivity,hardware,""digital native""}",,,
1565,6,,"{english as second language,""english as second language"",""art appreciation""}",,,
1614,6,,{nonetheless},,,
1528,17,,"{""teaching with technology"",ict,""information literacy"",""twenty first century learning design"",elearning,""educational technology"",""teacher training education active methods problem based learning creativity innovation collaborative learning"",""instructional design""}",,,
1368,18,,"{""online teaching"",""online learning"",spanish,technology}",,,
289,18,,"{""social issues"",""earth science"",""social science"",languages}",,,
580,18,,"{""environment education"",""learning styles"",""elementary subjects"",english,strategies,Composition Literature,""distance education"",""social science"",""middle school"",""learning skills""}",,,
1557,5,,"{""technology integration"",""teacher training"",innovation,""design thinking""}",,,
1636,4,,{"english  language"},,,
1560,4,,"{""teacher"",""special ed"",""behavior disorders"",""emotional disabilties"",""learning disabilites"",""if they teach it in high school I have resource students taking it""}",,,
1663,2,18,,,,
267,2,,"{""AP Physics"",""Modeling Physics"",""Inquiry Based Instruction""}",,,
1584,5,,"{""digital media"",programming,""web design"",""graphic design"",""computer science""}",,,
1637,6,,"{spanish,coding,scratch}",,,
1566,18,,"{""educational supervisor"",cou,""educator preparation"",prac,""field education""}",,,
1561,18,,,,,
825,6,,"{ELL,""Special ed"",""Reading comprehension""}",,,
1434,6,,"{""english  language"",""english as second language"",education,innovation}",,,
1563,15,,"{religion,arabic,""english  language"",""assessment for learning""}",,,
1440,1,,"{""Visual Thinking"",""Blended Learning"",""educational technology"",""Project Based Learning"",""Activity Based Learning"",""collaborative learning"",""International Mind"",""Global Perspectives"",""Digital Citizenship"",""Digital Leadership"",""Practical Mathematics"",""Hs On Activities"",""Texas Instruments GDCs"",""Online Professional Development""}",,,
1168,18,26,"{""higher education"",philosophy,curriculum,education,""online teaching"",""teaching postgraduates""}",,,
1589,18,,"{adults,""professional education"",finance}",,,
1585,18,,"{""Social Science"",Pedagogy,Psychology,Philosophy,Coaching}",,,
1402,18,,{"english as second language"},,,
1562,18,,{"project based learning"},,,
1516,18,,"{""mechanical systems"",engineering,""educational technology""}",,,
1588,18,,"{""cellular biology"",genetics,biotechnology,physiology,""reproductive biology""}",,,
1523,5,,{"microsoft office"},,,
269,4,,"{""US History"",Economics,civics}",,,
1664,5,,,,,
1586,1,,"{trigonometry,solid Geometry,differentiation,integration,mechanics,thermodynamics,""electricity  magnetism"",""modern physics"",""conic sections"",functions,pre calculus,calculus}",,,
1587,1,,{mathematics},,,
563,6,,"{""Portuguese language"",""French language""}",,,
520,13,,"{ib,""international school"",inquiry,""differentiated curriculum"",reading,literacy,numeracy,""technology integration"",""scientific method"",research,""language arts"",games,""primary years program"",phonics,""primary math"",""primary social studies"",""science experiments"",""arts based"",""primary science"",""self management"",""writing workshop""}",,,
877,18,26,"{architecture,""college teaching"",""art history"",leadership,design}",,,
1597,15,,{history},,,
1591,6,,"{""english as foreign language"",second language,""english for specific purposes"",""english language teaching"",""spanish conversation"",spanish,""foreign languages"",""spanish instruction"",""english language"",grammar}",,,
1595,18,,"{physics,""higher education"",""online professional development"",""online teaching"",""online learning""}",,,
443,4,5,{English},,,
480,4,,{"english  language"},,,
1644,6,,"{""adult learners"",spanish,grammar,pronunciation}",,,
1643,18,,"{ako,wananga,maori}",,,
881,3,,"{Primary Year Program,Music,""international school""}",,,
535,18,,"{Ethics,Religion,Pharmacy}",,,
147,2,,"{""consumer math"",""public speaking"",""business math"",""communicative methods""}",,,
1596,6,,,,,
1638,6,,"{english as second language,""english as foreign language"",""english as second language"",""english for foreigners"",mathematics,physics,mentoring,""preparatory class"",english as second language,sat,""college prep""}",,,
1666,3,,"{music,""music technology"",""music theory"",""musical theater""}",,,
450,2,35,,,,
1611,13,,,,,
221,6,80,"{language,""teacher training education active methods problem based learning creativity innovation collaborative learning"",""teacher training"",""computer assisted language learning"",""creative teaching""}",,,
1677,18,,,,,
1593,2,,"{""secondary science methods"",""educational technology"",""educational research"",assessment}",,,
1665,3,,"{music,""music technology"",""Secondary Music""}",,,
196,15,56,"{French,language,""elementary math"",""elementary science""}",,,
1639,2,,,,,
1635,5,,"{internet,software,""web design"",""web authoring"",""computer teacher"",""problem solving"",programming,database}",,,
83,18,,"{economy,ecology,urban planning,architecture,technical draw,climate change,environmental planning,water resources}",,,
1330,13,,"{""preschool  kinder"",reading,""social  emotional""}",,,
216,18,,"{dentistry,genetics}",,,
1613,2,,"{Forces,mechanics}",,,
1628,5,,{"LabVIEW programing"},,,
6,6,,"{""American Studies"",""American Music History"",""American Literature"",History,english as second language,Humanities,Immigration,""Consumer Culture""}",,,
512,6,,"{curriculum,technology}",,,
1640,6,,{Latin},,,
1504,4,,{"american literature multicultural literature writing essays research papers psychology english"},,,
730,5,,"{library,""library media"",librarian,""media specialist"",""media literacy"",""digital literacy"",""digital citizenship"",books,reading,""maker stuff""}",,,
1404,13,,"{Homeschooling,""elementary science"",""elementary math"",""questions tool"",""new technologies"",""apps teach"",""teaching for understanding"",""teaching with technology""}",,,
1667,4,,"{""english literature"",""english language"",""social science"",history,science,poetry,""reading comprehension"",writing}",,,
1508,18,,,,,
449,6,,"{language,culture}",,,
1669,18,,,,,
1616,18,,{nursing},,,
651,2,,"{math,robotics,science,""middle school"",""upper elementary"",""math tutor"",electronics}",,,
1060,3,,"{art,culture,citizenship,heritage}",,,
1675,1,,,,,
1678,18,,"{""educational technology"",online learning,""Signal  Systems""}",,,
236,17,,"{""Informal Education"",Science,engineering,technology,mathematics,""adult education"",""environmental issues"",conservation}",,,
1495,17,,"{enthusiastic,Romanian,Spanish,volunteering,english as second language,need greater,problem based learning,Bible,""class management"",motivating,literacy,""digital literacy"",elearning,""financial literacy"",grammar,""special needs"",""International Conventions"",""Down Syndrome"",""human rights  responsibilities"",""listening skills"",""media literacy"",novels,""oral communication"",poetry,""public speaking"",""reading workshop"",""study skills"",""teacher training"",""visual literacy"",""Oregon Duck"",""world religions"",vocabulary,dynamic,movement}",,,
934,2,18,"{inquiry,""international school"",ib,middle Year Program,""flipped classroom"",""assessment for learning"",""global minded"",""learning skills"",""special needs"",""mixed ability""}",,,
1542,2,,"{Ecology,Genetics,biodiversity,""climate change"",evolution,Botany,behavior,Paleontology}",,,
1606,13,62,"{engineering,""energy efficiency""}",,,
1609,2,,"{biology,""AP Biology"",""environmental science"",""public health"",biotechnology,""science research"",""health education"",iPad}",,,
127,18,,,,,
1676,13,,"{elementary,""elementary math"",""elementary language arts""}",,,
638,5,,"{programming,""professional education""}",,,
1619,15,,"{""primary teacher"",""primary english"",""primary school"",""primary science""}",,,
802,13,,"{""French immersion"",math,""visual arts"",religion,""english language""}",,,
1642,17,,,,,
1649,5,,"{electronics,programming,robotics,contest}",,,
76,13,68,"{""University Professor"",""Undergraduate Mathematics"",""Engineering Mathematics"",""Industrial Mathematics""}",,,
1344,18,,"{engineering,""mechanical engineering""}",,,
1615,13,,"{communication,marketing,administration,""business communication"",business}",,,
1654,2,,"{""teaching with technology"",""social biology"",""science projects"",""science research""}",,,
1645,18,,"{""discrete math"",calculus,""linear algebra""}",,,
1641,18,,"{""clinical training"",nursing}",,,
933,5,27,"{""computer science"",""information  communication technology"",computers}",,,
1652,5,,,,,
908,18,29,{dentistry},,,
1618,2,,"{science,python,vernier,""video analysis""}",,,
835,4,,"{""english  language"",""english as lingua franca"",""english as foreign language"",""social science"",""social reading"",english as second language,english as second language,""educational supervisor"",education,""higher education"",history,humanities}",,,
1624,6,,"{""english as second language"",authentic}",,,
1622,18,,{"Supply chain management"},,,
1610,5,,"{journalism,yearbook,photoshop,""graphic design"",photography}",,,
1647,4,,"{""english literature"",""technical education"",""technology in education"",technology,""english as second language"",""english for specific purposes"",""english language teaching""}",,,
1680,13,,{"math"},,,
166,15,,"{english,maths,history,""twenty first Century Learning Design"",health,technology,science,""Civics  citizenship""}",,,
440,18,,{"english as foreign language"},,,
1674,18,,"{""twenty first century learning design"",""3d cad""}",,,
330,6,17,{"english as second language"},,,
436,3,,"{university,technology,design,""information technology"",graphic,""active learning""}",,,
1681,4,,,,,
